"date","site_code","grab_sample","var","var_category","val","ms_status","ms_interp","val_err"
"2021-01-07","ARIK",0,"DO","stream_chemistry",9.98525694444447,0,0,NA
"2021-01-13","ARIK",0,"DO","stream_chemistry",10.6733680555555,0,0,NA
"2021-01-25","ARIK",0,"DO","stream_chemistry",10.6124236111111,0,0,NA
"2021-01-31","ARIK",0,"DO","stream_chemistry",10.7882291666667,0,0,NA
"2021-02-18","ARIK",0,"DO","stream_chemistry",8.12608333333333,0,0,NA
"2021-02-24","ARIK",0,"DO","stream_chemistry",10.3312361111112,0,0,NA
"2021-03-02","ARIK",0,"DO","stream_chemistry",9.93595138888889,0,0,NA
"2021-03-08","ARIK",0,"DO","stream_chemistry",8.26148611111108,0,0,NA
"2021-03-14","ARIK",0,"DO","stream_chemistry",9.18078472222227,0,0,NA
"2021-03-20","ARIK",0,"DO","stream_chemistry",8.63376388888888,0,0,NA
"2021-03-26","ARIK",0,"DO","stream_chemistry",8.36315972222223,0,0,NA
"2021-04-01","ARIK",0,"DO","stream_chemistry",8.61524305555555,0,0,NA
"2021-04-13","ARIK",0,"DO","stream_chemistry",8.11335416666668,0,0,NA
"2021-04-25","ARIK",0,"DO","stream_chemistry",7.9116111111111,0,0,NA
"2021-05-01","ARIK",0,"DO","stream_chemistry",6.60443055555556,0,0,NA
"2021-05-07","ARIK",0,"DO","stream_chemistry",7.04206249999999,0,0,NA
"2021-05-19","ARIK",0,"DO","stream_chemistry",6.94388194444444,0,0,NA
"2021-05-25","ARIK",0,"DO","stream_chemistry",6.53746527777778,0,0,NA
"2021-05-31","ARIK",0,"DO","stream_chemistry",6.45279861111111,0,0,NA
"2021-06-06","ARIK",0,"DO","stream_chemistry",4.88964583333332,0,0,NA
"2021-06-12","ARIK",0,"DO","stream_chemistry",4.94246527777777,0,0,NA
"2021-06-18","ARIK",0,"DO","stream_chemistry",4.184875,0,0,NA
"2021-11-09","ARIK",0,"DO","stream_chemistry",5.84968055555555,0,0,NA
"2021-11-15","ARIK",0,"DO","stream_chemistry",6.32412499999999,0,0,NA
"2021-11-21","ARIK",0,"DO","stream_chemistry",6.94398611111112,0,0,NA
"2021-11-27","ARIK",0,"DO","stream_chemistry",6.75046527777777,0,0,NA
"2021-12-03","ARIK",0,"DO","stream_chemistry",6.4459861111111,0,0,NA
"2021-12-21","ARIK",0,"DO","stream_chemistry",8.03186805555553,0,0,NA
"2021-12-27","ARIK",0,"DO","stream_chemistry",8.22304166666665,0,0,NA
"2022-01-02","ARIK",0,"DO","stream_chemistry",5.27633333333333,0,0,NA
"2022-01-08","ARIK",0,"DO","stream_chemistry",8.52197916666664,0,0,NA
"2022-01-14","ARIK",0,"DO","stream_chemistry",10.0735,0,0,NA
"2022-01-20","ARIK",0,"DO","stream_chemistry",8.92604166666666,0,0,NA
"2022-01-26","ARIK",0,"DO","stream_chemistry",9.27514583333335,0,0,NA
"2022-02-07","ARIK",0,"DO","stream_chemistry",9.53411805555553,0,0,NA
"2022-02-13","ARIK",0,"DO","stream_chemistry",11.3097083333333,0,0,NA
"2022-02-19","ARIK",0,"DO","stream_chemistry",10.9687569444445,0,0,NA
"2022-02-25","ARIK",0,"DO","stream_chemistry",7.69333333333333,0,0,NA
"2022-03-03","ARIK",0,"DO","stream_chemistry",9.22425694444447,0,0,NA
"2022-03-09","ARIK",0,"DO","stream_chemistry",11.7651805555556,0,0,NA
"2022-03-15","ARIK",0,"DO","stream_chemistry",9.88550694444444,0,0,NA
"2022-03-21","ARIK",0,"DO","stream_chemistry",9.78413888888887,0,0,NA
"2022-03-27","ARIK",0,"DO","stream_chemistry",8.50198611111113,0,0,NA
"2022-04-02","ARIK",0,"DO","stream_chemistry",9.11257638888889,0,0,NA
"2022-04-08","ARIK",0,"DO","stream_chemistry",10.1355555555556,0,0,NA
"2022-04-14","ARIK",0,"DO","stream_chemistry",9.98868055555555,0,0,NA
"2022-04-20","ARIK",0,"DO","stream_chemistry",7.8513611111111,0,0,NA
"2022-04-26","ARIK",0,"DO","stream_chemistry",8.68683333333332,0,0,NA
"2022-05-02","ARIK",0,"DO","stream_chemistry",7.43060416666665,0,0,NA
"2022-05-08","ARIK",0,"DO","stream_chemistry",7.08788888888889,0,0,NA
"2022-05-14","ARIK",0,"DO","stream_chemistry",5.76551388888889,0,0,NA
"2022-05-20","ARIK",0,"DO","stream_chemistry",3.87574305555556,0,0,NA
"2022-05-26","ARIK",0,"DO","stream_chemistry",5.98171527777779,0,0,NA
"2022-06-01","ARIK",0,"DO","stream_chemistry",3.86108333333333,0,0,NA
"2022-06-07","ARIK",0,"DO","stream_chemistry",3.60390972222222,0,0,NA
"2022-06-19","ARIK",0,"DO","stream_chemistry",1.04170138888889,0,0,NA
"2022-06-25","ARIK",0,"DO","stream_chemistry",0.413451388888888,0,0,NA
"2022-07-01","ARIK",0,"DO","stream_chemistry",1.02822222222222,0,0,NA
"2022-07-07","ARIK",0,"DO","stream_chemistry",1.60183333333333,0,0,NA
"2022-10-29","ARIK",0,"DO","stream_chemistry",4.48912500000001,0,0,NA
"2022-11-04","ARIK",0,"DO","stream_chemistry",5.12828472222222,0,0,NA
"2022-11-10","ARIK",0,"DO","stream_chemistry",4.09793749999999,0,0,NA
"2022-11-16","ARIK",0,"DO","stream_chemistry",6.94593749999999,0,0,NA
"2022-11-22","ARIK",0,"DO","stream_chemistry",7.43828472222219,0,0,NA
"2022-12-04","ARIK",0,"DO","stream_chemistry",6.87699305555558,0,0,NA
"2022-12-10","ARIK",0,"DO","stream_chemistry",7.18147222222222,0,0,NA
"2022-12-16","ARIK",0,"DO","stream_chemistry",7.99411111111112,0,0,NA
"2022-12-22","ARIK",0,"DO","stream_chemistry",5.16685416666666,0,0,NA
"2022-12-28","ARIK",0,"DO","stream_chemistry",8.65052777777775,0,0,NA
"2021-11-14","ARIK",0,"DO_sat","stream_chemistry",56.9862916666667,0,0,NA
"2021-11-20","ARIK",0,"DO_sat","stream_chemistry",62.503375,0,0,NA
"2021-11-26","ARIK",0,"DO_sat","stream_chemistry",63.2147916666667,0,0,NA
"2021-12-02","ARIK",0,"DO_sat","stream_chemistry",59.8777847222223,0,0,NA
"2021-12-08","ARIK",0,"DO_sat","stream_chemistry",61.5706944444444,0,0,NA
"2021-12-20","ARIK",0,"DO_sat","stream_chemistry",60.6975694444444,0,0,NA
"2021-12-26","ARIK",0,"DO_sat","stream_chemistry",73.5729027777779,0,0,NA
"2022-01-01","ARIK",0,"DO_sat","stream_chemistry",59.092513888889,0,0,NA
"2022-01-07","ARIK",0,"DO_sat","stream_chemistry",52.2684375000001,0,0,NA
"2022-01-13","ARIK",0,"DO_sat","stream_chemistry",84.1333611111111,0,0,NA
"2022-01-19","ARIK",0,"DO_sat","stream_chemistry",83.1794236111111,0,0,NA
"2022-01-25","ARIK",0,"DO_sat","stream_chemistry",79.7716041666666,0,0,NA
"2022-01-31","ARIK",0,"DO_sat","stream_chemistry",77.4690138888888,0,0,NA
"2022-02-12","ARIK",0,"DO_sat","stream_chemistry",82.9802013888889,0,0,NA
"2022-02-18","ARIK",0,"DO_sat","stream_chemistry",83.5196180555554,0,0,NA
"2022-02-24","ARIK",0,"DO_sat","stream_chemistry",54.834013888889,0,0,NA
"2022-03-02","ARIK",0,"DO_sat","stream_chemistry",80.816986111111,0,0,NA
"2022-03-14","ARIK",0,"DO_sat","stream_chemistry",83.6791944444444,0,0,NA
"2022-03-20","ARIK",0,"DO_sat","stream_chemistry",78.8343194444445,0,0,NA
"2022-03-26","ARIK",0,"DO_sat","stream_chemistry",79.3399027777777,0,0,NA
"2022-04-01","ARIK",0,"DO_sat","stream_chemistry",79.3329375000001,0,0,NA
"2022-04-07","ARIK",0,"DO_sat","stream_chemistry",86.3122638888889,0,0,NA
"2022-04-13","ARIK",0,"DO_sat","stream_chemistry",79.1807986111111,0,0,NA
"2022-04-19","ARIK",0,"DO_sat","stream_chemistry",80.5497013888889,0,0,NA
"2022-04-25","ARIK",0,"DO_sat","stream_chemistry",82.9695625,0,0,NA
"2022-05-01","ARIK",0,"DO_sat","stream_chemistry",85.2842638888888,0,0,NA
"2022-05-07","ARIK",0,"DO_sat","stream_chemistry",79.8799722222222,0,0,NA
"2022-05-19","ARIK",0,"DO_sat","stream_chemistry",48.3444930555555,0,0,NA
"2022-06-12","ARIK",0,"DO_sat","stream_chemistry",20.5083888888889,0,0,NA
"2022-10-28","ARIK",0,"DO_sat","stream_chemistry",35.2953402777779,0,0,NA
"2022-11-09","ARIK",0,"DO_sat","stream_chemistry",35.3304583333334,0,0,NA
"2022-11-21","ARIK",0,"DO_sat","stream_chemistry",59.4121597222222,0,0,NA
"2022-11-27","ARIK",0,"DO_sat","stream_chemistry",55.1750277777777,0,0,NA
"2022-12-03","ARIK",0,"DO_sat","stream_chemistry",55.6236736111112,0,0,NA
"2022-12-09","ARIK",0,"DO_sat","stream_chemistry",57.4535624999999,0,0,NA
"2022-12-15","ARIK",0,"DO_sat","stream_chemistry",65.2940902777777,0,0,NA
"2022-12-21","ARIK",0,"DO_sat","stream_chemistry",48.9004583333334,0,0,NA
"2022-12-27","ARIK",0,"DO_sat","stream_chemistry",63.1764166666666,0,0,NA
"2021-01-03","ARIK",0,"PAR","stream_chemistry",134.334375,0,0,NA
"2021-01-09","ARIK",0,"PAR","stream_chemistry",110.605625,0,0,NA
"2021-01-15","ARIK",0,"PAR","stream_chemistry",139.740208333333,0,0,NA
"2021-01-21","ARIK",0,"PAR","stream_chemistry",163.445625,0,0,NA
"2021-01-27","ARIK",0,"PAR","stream_chemistry",58.2175,0,0,NA
"2021-02-14","ARIK",0,"PAR","stream_chemistry",59.353125,0,0,NA
"2021-02-20","ARIK",0,"PAR","stream_chemistry",231.162708333333,0,0,NA
"2021-02-26","ARIK",0,"PAR","stream_chemistry",269.582083333333,0,0,NA
"2021-03-04","ARIK",0,"PAR","stream_chemistry",130.0975,0,0,NA
"2021-03-10","ARIK",0,"PAR","stream_chemistry",289.61625,0,0,NA
"2021-03-16","ARIK",0,"PAR","stream_chemistry",297.407291666667,0,0,NA
"2021-03-22","ARIK",0,"PAR","stream_chemistry",146.11875,0,0,NA
"2021-03-28","ARIK",0,"PAR","stream_chemistry",435.17125,0,0,NA
"2021-04-03","ARIK",0,"PAR","stream_chemistry",464.922708333333,0,0,NA
"2021-04-09","ARIK",0,"PAR","stream_chemistry",389.642916666667,0,0,NA
"2021-04-15","ARIK",0,"PAR","stream_chemistry",82.7835416666667,0,0,NA
"2021-04-21","ARIK",0,"PAR","stream_chemistry",379.941458333333,0,0,NA
"2021-04-27","ARIK",0,"PAR","stream_chemistry",300.977083333333,0,0,NA
"2021-05-03","ARIK",0,"PAR","stream_chemistry",200.673125,0,0,NA
"2021-05-09","ARIK",0,"PAR","stream_chemistry",367.417916666667,0,0,NA
