"season","year","site_code","season_avg"
"Fall",2021,"ARIK",0
"Fall",2021,"BIGC",22.3010037740854
"Fall",2021,"BLDE",45.785005931713
"Fall",2021,"BLUE",983.118214437724
"Fall",2021,"BLWA",229476.220920139
"Fall",2021,"CARI",416.952909651153
"Fall",2021,"COMO",2.79110927163612
"Fall",2021,"CUPE",59.40015625
"Fall",2021,"FLNT",181458.84071875
"Fall",2021,"GUIL",363.669310493827
"Fall",2021,"HOPB",273.568027889785
"Fall",2021,"KING",0.987085349462365
"Fall",2021,"LECO",167.15512421595
"Fall",2021,"LEWI",19.6749228830645
"Fall",2021,"MART",403.867094886132
"Fall",2021,"MAYF",99.5360050694445
"Fall",2021,"MCDI",6.83139281648452
"Fall",2021,"MCRA",130.137303904827
"Fall",2021,"OKSR",1057.66080679563
"Fall",2021,"POSE",7.00116934198543
"Fall",2021,"PRIN",39.0878210935957
"Fall",2021,"REDB",16.3849375
"Fall",2021,"TECR",3.26333416005291
"Fall",2021,"WALK",11.2826657355681
"Fall",2021,"WLOU",9.32638329624214
"Fall",2022,"ARIK",0
"Fall",2022,"BIGC",2.8550125
"Fall",2022,"BLDE",111.800542824074
"Fall",2022,"BLUE",689.158023842593
"Fall",2022,"BLWA",171836.244236111
"Fall",2022,"CARI",323.533512615741
"Fall",2022,"COMO",2.66191257440476
"Fall",2022,"CUPE",231.568478252924
"Fall",2022,"GUIL",222.11424754902
"Fall",2022,"HOPB",48.3053561197917
"Fall",2022,"KING",1.82306064814815
"Fall",2022,"LECO",63.4345138888889
"Fall",2022,"LEWI",15.9578265046296
"Fall",2022,"MAYF",48.1032951388889
"Fall",2022,"MCDI",6.40456400462963
"Fall",2022,"MCRA",9.77492650462963
"Fall",2022,"OKSR",632.912190393518
"Fall",2022,"POSE",3.79889074074074
"Fall",2022,"PRIN",4.68452743055556
"Fall",2022,"SYCA",0
"Fall",2022,"TECR",4.98740046296296
"Fall",2022,"WALK",5.86157002314815
"Fall",2022,"WLOU",19.2301412037037
"Spring",2021,"ARIK",60.0887369006993
"Spring",2021,"BIGC",38.5039674126124
"Spring",2021,"BLDE",224.079148220632
"Spring",2021,"BLWA",604491.532346116
"Spring",2021,"CARI",546.829305197519
"Spring",2021,"COMO",24.3157629483396
"Spring",2021,"MART",32.1194172898674
"Spring",2021,"MAYF",122.88355881914
"Spring",2021,"OKSR",5560.79031805556
"Spring",2021,"PRIN",98.5909304579505
"Spring",2021,"WALK",29.8283357429216
"Spring",2021,"WLOU",33.9978607878684
"Spring",2022,"ARIK",21.5434502566425
"Spring",2022,"BIGC",16.3518168025362
"Spring",2022,"BLDE",216.922007716049
"Spring",2022,"BLUE",1152.70343310658
"Spring",2022,"BLWA",657425.167339939
"Spring",2022,"CARI",308.154788401741
"Spring",2022,"COMO",13.3925368655693
"Spring",2022,"CUPE",39.1034405948067
"Spring",2022,"FLNT",207685.966193996
"Spring",2022,"GUIL",119.026177083333
"Spring",2022,"HOPB",381.451716862923
"Spring",2022,"KING",84.3916108770287
"Spring",2022,"LECO",335.968864701705
"Spring",2022,"LEWI",41.2556879906401
"Spring",2022,"MART",487.755413744919
"Spring",2022,"MAYF",327.830283806471
"Spring",2022,"MCDI",57.4801654922386
"Spring",2022,"MCRA",417.647708255306
"Spring",2022,"OKSR",245.886832544192
"Spring",2022,"POSE",26.850843883547
"Spring",2022,"PRIN",58.7547433096206
"Spring",2022,"SYCA",61.9130600845411
"Spring",2022,"TECR",24.8319406288156
"Spring",2022,"WALK",22.3339193287037
"Spring",2022,"WLOU",47.604197142965
"Summer",2021,"ARIK",13.2242387945969
"Summer",2021,"BIGC",10.9071555827418
"Summer",2021,"BLDE",189.077045401945
"Summer",2021,"BLWA",437730.987029373
"Summer",2021,"CARI",376.689344387561
"Summer",2021,"COMO",97.4883197089302
"Summer",2021,"MART",10.1933662434513
"Summer",2021,"MAYF",168.464135451356
"Summer",2021,"OKSR",2452.54144738829
"Summer",2021,"PRIN",66.9266771864007
"Summer",2021,"WALK",6.13384112604541
"Summer",2021,"WLOU",79.0279040574602
"Summer",2022,"ARIK",3.26755223429952
"Summer",2022,"BIGC",3.65326181310386
"Summer",2022,"BLDE",508.971787741546
"Summer",2022,"BLUE",1057.63824329502
"Summer",2022,"BLWA",181631.468527325
"Summer",2022,"CARI",354.691422065781
"Summer",2022,"COMO",70.5971423611111
"Summer",2022,"CUPE",58.2585538003663
"Summer",2022,"FLNT",84305.5831222588
"Summer",2022,"GUIL",190.559102373321
"Summer",2022,"HOPB",36.7324067887931
"Summer",2022,"KING",84.1246494225967
"Summer",2022,"LECO",219.674317255435
"Summer",2022,"LEWI",39.3962520380435
"Summer",2022,"MART",117.416431782156
"Summer",2022,"MAYF",76.9702216235632
"Summer",2022,"MCDI",116.851006066411
"Summer",2022,"MCRA",164.590159797705
"Summer",2022,"OKSR",1147.20438091745
"Summer",2022,"POSE",8.52841919535024
"Summer",2022,"PRIN",17.5736632699275
"Summer",2022,"SYCA",13.0422468364198
"Summer",2022,"TECR",4.9055900513285
"Summer",2022,"WALK",6.07026096285893
"Summer",2022,"WLOU",135.509014417271
"Winter",2021,"ARIK",16.2673182071643
"Winter",2021,"BIGC",62.3622771392587
"Winter",2021,"BLDE",25.3157100412244
"Winter",2021,"BLUE",915.42855342742
"Winter",2021,"BLWA",246490.247173568
"Winter",2021,"CARI",49.5759166666667
"Winter",2021,"COMO",2.02020580589224
"Winter",2021,"CUPE",52.1154765046296
"Winter",2021,"GUIL",119.115923295455
"Winter",2021,"HOPB",318.251464814815
"Winter",2021,"KING",0.299354614695341
"Winter",2021,"LECO",167.433310371864
"Winter",2021,"LEWI",20.1290759408602
"Winter",2021,"MART",1224.15340888323
"Winter",2021,"MAYF",249.075942705708
"Winter",2021,"MCDI",18.6861597222222
"Winter",2021,"MCRA",251.922524025538
"Winter",2021,"POSE",4.38923207885305
"Winter",2021,"PRIN",30.8001270478519
"Winter",2021,"TECR",3.09398741319444
"Winter",2021,"WALK",27.7570453348266
"Winter",2021,"WLOU",6.18195128443367
"Winter",2022,"ARIK",10.072657162194
"Winter",2022,"BIGC",41.8667382886064
"Winter",2022,"BLDE",40.6385480814501
"Winter",2022,"BLUE",701.142950030193
"Winter",2022,"BLWA",571863.297990544
"Winter",2022,"CARI",26.7557148513645
"Winter",2022,"COMO",2.07846174670433
"Winter",2022,"CUPE",21.4635318973635
"Winter",2022,"FLNT",213344.587152778
"Winter",2022,"GUIL",98.9064286805556
"Winter",2022,"HOPB",454.470330071549
"Winter",2022,"KING",0
"Winter",2022,"LECO",389.210768832392
"Winter",2022,"LEWI",28.7872599458569
"Winter",2022,"MAYF",419.063129354991
"Winter",2022,"MCDI",6.99926388888889
"Winter",2022,"MCRA",305.147129060734
"Winter",2022,"POSE",18.9272705979284
"Winter",2022,"PRIN",69.4668012594162
"Winter",2022,"SYCA",70.1332272222222
"Winter",2022,"TECR",8.68891991487456
"Winter",2022,"WALK",49.8628007886064
"Winter",2022,"WLOU",1.530131826742e-06
