"date","site_code","grab_sample","var","var_category","val","ms_status","ms_interp","val_err"
2021-01-06,"ARIK",1,"DOC","stream_chemistry",3.93371428571429,1,1,0.01
2021-01-07,"ARIK",1,"DOC","stream_chemistry",3.90042857142857,1,1,0.01
2021-01-08,"ARIK",1,"DOC","stream_chemistry",3.86714285714286,1,1,0.01
2021-01-09,"ARIK",1,"DOC","stream_chemistry",3.83385714285714,1,1,0.01
2021-01-10,"ARIK",1,"DOC","stream_chemistry",3.80057142857143,1,1,0.01
2021-01-11,"ARIK",1,"DOC","stream_chemistry",3.76728571428571,1,1,0.01
2021-01-12,"ARIK",1,"DOC","stream_chemistry",3.734,1,1,0.01
2021-01-13,"ARIK",1,"DOC","stream_chemistry",3.70071428571429,1,1,0.01
2021-01-14,"ARIK",1,"DOC","stream_chemistry",3.66742857142857,1,1,0.01
2021-01-15,"ARIK",1,"DOC","stream_chemistry",3.63414285714286,1,1,0.01
2021-01-16,"ARIK",1,"DOC","stream_chemistry",3.60085714285714,1,1,0.01
2021-01-17,"ARIK",1,"DOC","stream_chemistry",3.56757142857143,1,1,0.01
2021-01-18,"ARIK",1,"DOC","stream_chemistry",3.53428571428571,1,1,0.01
2021-01-20,"ARIK",1,"DOC","stream_chemistry",3.56885714285714,1,1,0.01
2021-01-21,"ARIK",1,"DOC","stream_chemistry",3.63671428571429,1,1,0.01
2021-01-22,"ARIK",1,"DOC","stream_chemistry",3.70457142857143,1,1,0.01
2021-01-23,"ARIK",1,"DOC","stream_chemistry",3.77242857142857,1,1,0.01
2021-01-24,"ARIK",1,"DOC","stream_chemistry",3.84028571428571,1,1,0.01
2021-01-25,"ARIK",1,"DOC","stream_chemistry",3.90814285714286,1,1,0.01
2021-01-26,"ARIK",1,"DOC","stream_chemistry",3.976,1,1,0.01
2021-01-27,"ARIK",1,"DOC","stream_chemistry",4.04385714285714,1,1,0.01
2021-01-28,"ARIK",1,"DOC","stream_chemistry",4.11171428571429,1,1,0.01
2021-01-29,"ARIK",1,"DOC","stream_chemistry",4.17957142857143,1,1,0.01
2021-01-30,"ARIK",1,"DOC","stream_chemistry",4.24742857142857,1,1,0.01
2021-01-31,"ARIK",1,"DOC","stream_chemistry",4.31528571428571,1,1,0.01
2021-02-01,"ARIK",1,"DOC","stream_chemistry",4.38314285714286,1,1,0.01
2021-02-03,"ARIK",1,"DOC","stream_chemistry",4.37426666666667,1,1,0.01
2021-02-04,"ARIK",1,"DOC","stream_chemistry",4.29753333333333,1,1,0.01
2021-02-05,"ARIK",1,"DOC","stream_chemistry",4.2208,1,1,0.01
2021-02-06,"ARIK",1,"DOC","stream_chemistry",4.14406666666667,1,1,0.01
