"month","year","site_code","monthly_avg"
1,2021,"ARIK",3.83387428572
1,2021,"HOPB",2.2885
1,2021,"LEWI",0.9749971429
1,2021,"MART",0.73516875
1,2021,"POSE",1.00475
1,2022,"ARIK",15.6579999998333
1,2022,"BLWA",2.8735
1,2022,"CARI",1.5465
1,2022,"HOPB",4.1565
1,2022,"LECO",1.05505263157895
1,2022,"LEWI",1.07532089944444
1,2022,"MART",1.57682407405556
1,2022,"MAYF",2.07142307692308
1,2022,"MCRA",0.921625
1,2022,"POSE",1.52557759794737
1,2022,"PRIN",2.30516666669231
1,2022,"SYCA",2.88280608979167
1,2022,"TECR",2.6255
1,2022,"TOMB",3.46536507938889
1,2022,"WALK",1.42825384613333
2,2021,"ARIK",3.76062
2,2021,"BIGC",3.01
2,2021,"BLWA",2.816015625
2,2021,"GUIL",0.92995
2,2021,"HOPB",1.89369871791667
2,2021,"LECO",1.72564682538889
2,2021,"LEWI",0.982620879115385
2,2021,"MART",1.02075
2,2021,"MAYF",2.44626754384211
2,2021,"MCDI",1.25378571425
2,2021,"POSE",1.27373066668
2,2021,"REDB",1.11083578429412
2,2021,"TECR",2.14584615381818
2,2021,"TOMB",4.06143518522222
2,2021,"WALK",2.6131953125
2,2022,"ARIK",4.36450666668
2,2022,"BIGC",1.8675
2,2022,"BLUE",0.89985
2,2022,"BLWA",2.61337019230769
2,2022,"GUIL",1.377
2,2022,"HOPB",1.70775
2,2022,"LECO",0.944502
2,2022,"LEWI",0.942801813230769
2,2022,"MART",1.03599312824
2,2022,"MAYF",1.95991666666667
2,2022,"MCDI",1.37025
2,2022,"MCRA",0.82194199996
2,2022,"POSE",1.40156769232
2,2022,"REDB",1.222
2,2022,"SYCA",2.3894197323913
2,2022,"TECR",2.72275
2,2022,"TOMB",3.6555238095
2,2022,"WALK",0.795686842105263
3,2021,"ARIK",4.691142857125
3,2021,"BIGC",2.42686666666667
3,2021,"BLDE",1.929
3,2021,"BLUE",3.16083333333333
3,2021,"BLWA",3.334725
3,2021,"CARI",1.403375
3,2021,"CUPE",1.09211666683333
3,2021,"HOPB",1.94531644281481
3,2021,"KING",1.237
3,2021,"LECO",1.33921290396429
3,2021,"LEWI",1.06174576718519
3,2021,"MART",0.89480740737037
3,2021,"MAYF",2.65426488096429
3,2021,"MCDI",1.70995408164286
3,2021,"POSE",1.32318133332
3,2021,"PRIN",3.223
3,2021,"REDB",1.3915720238
3,2021,"TECR",2.177692308
3,2021,"TOMB",5.01697777773333
3,2021,"WALK",2.37288958333333
3,2022,"ARIK",4.363611111
3,2022,"BIGC",2.33265986390476
3,2022,"BLDE",1.713
3,2022,"BLUE",0.99275
3,2022,"BLWA",2.59614423076923
3,2022,"CARI",1.3692857145
3,2022,"CUPE",1.1755333332
3,2022,"HOPB",2.20313227514815
3,2022,"KING",1.8865
3,2022,"LECO",0.928020119071429
3,2022,"LEWI",1.06624653846154
3,2022,"MART",0.83988792725
3,2022,"MAYF",1.73692857142857
3,2022,"MCDI",2.52220357142857
3,2022,"MCRA",0.859913945607143
3,2022,"POSE",1.65835
3,2022,"PRIN",2.97
3,2022,"REDB",2.77378571433333
3,2022,"SYCA",2.38611813188462
3,2022,"TOMB",4.10336184210526
3,2022,"WALK",0.759158758464286
4,2021,"ARIK",5.43013636363636
4,2021,"BIGC",1.78604497355556
4,2021,"BLUE",2.934285714
4,2021,"BLWA",3.26041608392308
4,2021,"CARI",9.0682625
4,2021,"CUPE",1.28157142866667
4,2021,"GUIL",1.08345
4,2021,"HOPB",2.24435989011538
4,2021,"KING",1.63298987852632
4,2021,"LECO",2.0727955247037
4,2021,"LEWI",1.319767857125
4,2021,"MART",0.946615
4,2021,"MAYF",2.00572142857143
4,2021,"MCDI",2.56985714285714
4,2021,"POSE",1.36619047622222
4,2021,"PRIN",3.49631428571429
4,2021,"REDB",1.64814285725
4,2021,"TOMB",4.56747058823529
4,2021,"WALK",1.48572795030435
4,2021,"WLOU",1.7598571428
4,2022,"ARIK",5.857125
4,2022,"BIGC",1.93992979244444
4,2022,"BLDE",4.08415
4,2022,"BLUE",1.20266666671429
4,2022,"BLWA",2.834125
4,2022,"CARI",7.179357142625
4,2022,"CUPE",1.1095
4,2022,"GUIL",1.2145
4,2022,"HOPB",2.81218956042308
4,2022,"KING",1.106875
4,2022,"LECO",1.73239437796296
4,2022,"LEWI",1.21626984133333
4,2022,"MART",1.04609166666667
4,2022,"MAYF",2.02672916667857
4,2022,"MCDI",3.58106666666667
4,2022,"MCRA",0.876281632714286
4,2022,"POSE",2.37096419751852
4,2022,"PRIN",6.50319523809524
4,2022,"REDB",3.13951020404762
4,2022,"SYCA",2.74885714275
4,2022,"TECR",3.26325
4,2022,"TOMB",4.77107998253846
4,2022,"WALK",0.796933699666667
4,2022,"WLOU",1.8477692308
5,2021,"ARIK",7.08756862747059
5,2021,"BIGC",1.43650883042857
5,2021,"BLDE",5.54814814816667
5,2021,"BLUE",2.11077310929412
5,2021,"BLWA",2.92577840908333
5,2021,"CARI",8.15339655162069
5,2021,"COMO",8.45713157894737
5,2021,"CUPE",1.1328235714
5,2021,"GUIL",1.14868611111111
5,2021,"HOPB",2.63560049262069
5,2021,"KING",1.30670329671429
5,2021,"LECO",2.75725490194118
5,2021,"LEWI",1.25759378882609
5,2021,"MART",0.669498275862069
5,2021,"MAYF",2.89475555555556
5,2021,"MCDI",2.81422321428571
5,2021,"MCRA",0.7422
5,2021,"OKSR",9.7955
5,2021,"POSE",1.61989935063636
5,2021,"PRIN",5.57252307692308
5,2021,"REDB",1.27920175436842
5,2021,"TECR",2.03073913043478
5,2021,"TOMB",4.04391176470588
5,2021,"WALK",1.383794642875
5,2021,"WLOU",2.83893697482353
5,2022,"ARIK",7.21074038461538
5,2022,"BIGC",1.62282840238462
5,2022,"BLDE",6.24849135803704
5,2022,"BLUE",1.22873076923077
5,2022,"BLWA",2.91047826086956
5,2022,"CARI",12.1202168369286
5,2022,"COMO",7.85906015052632
5,2022,"CUPE",1.46926666666667
5,2022,"GUIL",1.1105
5,2022,"HOPB",2.92724137931034
5,2022,"KING",1.57831730769231
5,2022,"LECO",1.53945305041379
5,2022,"LEWI",1.51018506495455
5,2022,"MART",0.880852777777778
5,2022,"MAYF",2.2710083333
5,2022,"MCDI",3.29088461538462
5,2022,"MCRA",0.908437244857143
5,2022,"OKSR",8.419428571
5,2022,"POSE",2.24874603180952
5,2022,"PRIN",6.6766
5,2022,"REDB",2.48293131869231
5,2022,"TECR",2.5560462962963
5,2022,"TOMB",3.658659090875
5,2022,"WALK",0.793408791142857
5,2022,"WLOU",3.94936813185714
6,2021,"ARIK",5.68248641974074
6,2021,"BIGC",1.34636438748148
6,2021,"BLDE",3.23461111108333
6,2021,"BLUE",1.293175
6,2021,"CARI",2.89326666665385
6,2021,"COMO",5.92819565217391
6,2021,"CUPE",1.3155
6,2021,"GUIL",1.288
6,2021,"HOPB",3.2868
6,2021,"KING",1.05685230769231
6,2021,"LECO",0.97675
6,2021,"LEWI",1.38953846153846
6,2021,"MART",0.902170833333333
6,2021,"MCDI",3.03605
6,2021,"MCRA",0.63363
6,2021,"OKSR",5.03989333336
6,2021,"POSE",2.0765
6,2021,"PRIN",11.08
6,2021,"REDB",1.25122839507407
6,2021,"TECR",1.91157714284
6,2021,"WALK",1.43525
6,2021,"WLOU",2.43566666666667
6,2022,"ARIK",6.33375
6,2022,"BIGC",1.75716402122222
6,2022,"BLDE",6.9925
6,2022,"BLUE",0.957875
6,2022,"CARI",2.40781730769231
6,2022,"COMO",5.49624161491304
6,2022,"CUPE",0.760866620821429
6,2022,"GUIL",1.223
6,2022,"KING",1.92911538461538
6,2022,"LECO",1.10533181818182
6,2022,"LEWI",1.181982142875
6,2022,"MAYF",2.4805
6,2022,"MCDI",3.67509336422222
6,2022,"MCRA",0.651611111
6,2022,"OKSR",4.60796153846154
6,2022,"POSE",1.8525
6,2022,"PRIN",2.67085714288889
6,2022,"REDB",1.73275
6,2022,"SYCA",1.923884615375
6,2022,"TECR",2.11977619052
6,2022,"WALK",0.74155
6,2022,"WLOU",3.59935416666667
7,2021,"ARIK",9.37850689655173
7,2021,"BIGC",1.47676666666667
7,2021,"BLWA",3.129
7,2021,"CARI",2.23026954024138
7,2021,"COMO",4.26413425925926
7,2021,"CUPE",1.131
7,2021,"HOPB",6.2485
7,2021,"KING",0.90648
7,2021,"LECO",1.01948823529412
7,2021,"LEWI",1.36757575763636
7,2021,"MART",1.107825
7,2021,"MAYF",2.601
7,2021,"MCDI",1.5875
7,2021,"OKSR",4.35808024688889
7,2021,"PRIN",3.012
7,2021,"REDB",1.25586206896552
7,2021,"TECR",2.06428826532143
7,2021,"TOMB",4.7205
7,2021,"WALK",1.32525
7,2021,"WLOU",1.6800625
7,2022,"ARIK",7.58226666692308
7,2022,"BIGC",1.9869404763
7,2022,"BLUE",0.9699
7,2022,"BLWA",2.4315
7,2022,"CARI",2.80379679803448
7,2022,"COMO",3.58849655172414
7,2022,"CUPE",1.159822458
7,2022,"GUIL",1.4245
7,2022,"HOPB",4.155
7,2022,"LECO",1.3075
7,2022,"LEWI",1.15016450209091
7,2022,"MAYF",2.366
7,2022,"MCDI",3.33753125
7,2022,"MCRA",0.65338888875
7,2022,"OKSR",5.70481868130769
7,2022,"PRIN",2.6030714285
7,2022,"REDB",1.31772058823529
7,2022,"SYCA",2.06373076925
7,2022,"TECR",2.1547178571
7,2022,"TOMB",4.1655
7,2022,"WALK",0.78565
7,2022,"WLOU",1.83343112246429
8,2021,"ARIK",13.0201470588235
8,2021,"BIGC",1.318875
8,2021,"BLDE",2.2535
8,2021,"BLUE",1.07745
8,2021,"CARI",6.18822222207407
8,2021,"COMO",2.85808522727273
8,2021,"CUPE",1.06094625
8,2021,"GUIL",1.217865
8,2021,"KING",1.089
8,2021,"LECO",1.05291785714286
8,2021,"LEWI",1.28288888866667
8,2021,"OKSR",5.088508547
8,2021,"POSE",2.472
8,2021,"REDB",1.293
8,2021,"TECR",1.96825
8,2021,"WALK",0.74478
8,2022,"ARIK",11.03653333
8,2022,"BLUE",0.9241
8,2022,"CARI",4.23126455025926
8,2022,"COMO",3.27791428571429
8,2022,"CUPE",0.9190085714
8,2022,"GUIL",1.34120952380952
8,2022,"KING",0.88295
8,2022,"LECO",1.01995
8,2022,"LEWI",1.143166667
8,2022,"OKSR",5.20037566137037
8,2022,"POSE",2.0825
8,2022,"TECR",2.22725
8,2022,"TOMB",4.0055
8,2022,"WLOU",1.7823285714
9,2021,"BIGC",1.2869375
9,2021,"BLDE",2.43796825395238
9,2021,"BLWA",3.1845
9,2021,"CARI",4.34875
9,2021,"COMO",1.8425
9,2021,"CUPE",1.16334895832143
9,2021,"GUIL",1.81817633134615
9,2021,"HOPB",4.27
9,2021,"LECO",0.948404017875
9,2021,"LEWI",1.32990816328571
9,2021,"MART",0.6397
9,2021,"MAYF",3.8025
9,2021,"MCDI",1.50257142855556
9,2021,"OKSR",4.39069373218519
9,2021,"POSE",2.3282142855
9,2021,"PRIN",2.46717032969231
9,2021,"REDB",1.414
9,2021,"TOMB",5.332
9,2021,"WALK",0.65294
9,2021,"WLOU",1.283
9,2022,"BIGC",1.6465
9,2022,"BLUE",1.05400875
9,2022,"CARI",3.83529846935714
9,2022,"CUPE",1.40130952383333
9,2022,"GUIL",1.31200909090909
9,2022,"HOPB",4.3335
9,2022,"LECO",0.92566666675
9,2022,"LEWI",1.20303476193333
9,2022,"MART",0.908
9,2022,"MAYF",2.4925
9,2022,"MCDI",1.56666666675
9,2022,"OKSR",4.83691758242308
9,2022,"POSE",2.27042857133333
9,2022,"PRIN",2.84266666675
9,2022,"REDB",1.30616666666667
9,2022,"WALK",0.752083333363636
9,2022,"WLOU",1.312
10,2021,"BLDE",2.19516666675
10,2021,"BLUE",1.0036
10,2021,"CUPE",1.60243452382143
10,2021,"GUIL",1.49171840660714
10,2021,"LECO",0.996971428545455
10,2021,"LEWI",1.594025974
10,2021,"MART",1.9480384615
10,2021,"MCDI",1.61771428575
10,2021,"OKSR",3.46126373628571
10,2021,"POSE",2.7410571429
10,2021,"PRIN",3.3856571428
10,2021,"WLOU",1.26356666666667
10,2022,"BLUE",0.84442
10,2022,"CARI",3.623904762
10,2022,"CUPE",1.15080416666667
10,2022,"GUIL",1.224376
10,2022,"LECO",0.4459333333
10,2022,"LEWI",0.914057142818182
10,2022,"MAYF",1.407
10,2022,"MCRA",1.7195
10,2022,"OKSR",3.4538469387619
10,2022,"POSE",2.55319047622222
11,2021,"BLDE",2.454
11,2021,"BLUE",1.00435
11,2021,"BLWA",2.876
11,2021,"CUPE",1.3416333333
11,2021,"GUIL",1.18985714285714
11,2021,"HOPB",3.064
11,2021,"KING",1.6545
11,2021,"LECO",1.17216666666667
11,2021,"LEWI",1.2905
11,2021,"MART",1.29156282051852
11,2021,"MAYF",2.398
11,2021,"MCRA",0.871645833333333
11,2021,"POSE",1.81288
11,2021,"PRIN",3.4585
11,2021,"SYCA",2.289
11,2021,"TOMB",4.0115
11,2021,"WALK",1.1805
11,2021,"WLOU",1.31801428571429
11,2022,"BLWA",2.29933333330769
11,2022,"CUPE",0.3547125
11,2022,"GUIL",1.10491153846154
11,2022,"HOPB",3.536377551
11,2022,"LECO",0.884849523809524
11,2022,"LEWI",0.82025
11,2022,"MART",0.80694584616
11,2022,"MCDI",2.0545
11,2022,"MCRA",1.525
11,2022,"POSE",1.22015
11,2022,"PRIN",3.137
11,2022,"SYCA",3.819066667
11,2022,"TECR",2.712
11,2022,"TOMB",4.221
11,2022,"WLOU",0.7513
12,2021,"BLUE",1.01005
12,2021,"BLWA",2.832
12,2021,"CUPE",1.22866666671429
12,2021,"GUIL",1.19
12,2021,"HOPB",2.282125
12,2021,"LECO",1.2105
12,2021,"LEWI",1.11285
12,2021,"MART",0.956308333333333
12,2021,"MAYF",1.891
12,2021,"MCRA",0.9731
12,2021,"POSE",1.766
12,2021,"SYCA",2.20054166666667
12,2021,"TOMB",3.377
12,2021,"WALK",1.38551131223529
12,2022,"CUPE",0.596475
12,2022,"HOPB",3.10642857145455
12,2022,"LECO",0.82163
12,2022,"MART",1.05092307690909
12,2022,"MAYF",3.0016666665
12,2022,"SYCA",18.9395333333077
12,2022,"WALK",0.7384
